decision,motivo,pd_calibrada,monto_recomendado,contraoferta,tasa_recomendada
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,0.0,True,0.22261573991131017
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.04677238966639513,902.43,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10257995658378173,1047.97,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,2477.05,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,5700.0,True,0.29196350951807676
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,9442.54,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,3738.43,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,9367.45,False,0.1920958527792589
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,3648.68,False,0.18
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.06735772365674504,7800.0,True,0.20174382660754014
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,5658.67,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,8294.18,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,14929.24,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.054593586534063585,10700.0,True,0.21075019804206552
APPROVE,Riesgo y capacidad dentro del apetito,0.054593586534063585,10599.63,False,0.21075019804206552
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14401628565861818,0.0,True,0.29387753914825143
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,4526.96,False,0.18
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,0.0,True,0.19988470213004694
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.09944316806769453,1900.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,5025.28,False,0.18937851653693233
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,5310.84,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08662858377134064,2000.0,True,0.1868433104912794
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,4745.44,False,0.18937851653693233
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,1854.33,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,7291.22,False,0.1840718895844442
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,3614.24,False,0.18008337290751147
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.08662858377134064,5917.82,False,0.1868433104912794
REVIEW,PD calibrada entre 18% y 20%,0.1873129824957396,7600.0,True,0.3341261485280395
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.05803078157896433,2900.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,9823.55,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,2000.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,5745.48,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.11970703531314097,5598.94,False,0.18781991500677397
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12135201587940078,2077.75,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08662858377134064,2161.57,False,0.24052993147383822
APPROVE,Riesgo y capacidad dentro del apetito,0.10257995658378173,3409.35,False,0.22357221842685565
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14864858211448576,4500.0,True,0.2981837219336259
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,9800.0,True,0.20041015873091145
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.17942944535728508,1600.0,True,0.20169940310103307
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,7571.95,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09472039455474367,5877.12,False,0.21870138585205978
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,5834.87,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357625532377368,17505.5,False,0.19209482898299335
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.0702888664625709,5400.0,True,0.18
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.10456323261878313,2809.25,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,3505.66,False,0.18077685818338524
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,6805.49,False,0.1920958527792589
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.16876728685755563,8451.62,True,0.18
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.17942944535728508,2200.0,True,0.27119840826942143
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,3432.31,False,0.18512567930513157
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,7052.39,False,0.19979350020471637
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,6087.02,False,0.18
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.09472039455474367,9700.0,True,0.20402603938904484
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.17942944535728508,2100.0,True,0.27119840826942143
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.28933157309352436,11617.36,False,0.2048271050579567
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1716319253415125,4900.0,True,0.2663660251983133
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09944316806769453,16185.03,False,0.18311059225893223
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,4835.64,False,0.18529968603044628
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,5563.49,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,2811.47,False,0.18399471755848673
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,7900.0,True,0.24623573401913684
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,15716.84,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.054593586534063585,8955.94,False,0.21075019804206552
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.11843367781211596,5036.26,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,3342.98,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1716319253415125,7600.0,True,0.23977451889873497
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,8317.47,False,0.20406777480539845
REJECT,PD calibrada >= 20%,0.31898068350768116,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,5511.82,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,0.0,True,0.21868712490174003
REJECT,PD calibrada >= 20%,0.21076733117337357,,True,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.1919444388002613,29331.18,False,0.21947718343624095
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,10309.85,False,0.23537703791539472
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,9180.92,False,0.21025135861026317
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.1301714727336795,4621.76,False,0.22050370052661422
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.14667524174430643,4657.44,False,0.20544976824183575
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,9810.79,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,1759.9,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,4078.36,False,0.2154049551556939
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14195730369844747,10582.17,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,4432.72,False,0.18
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,8459.9,False,0.18
REJECT,PD calibrada >= 20%,0.35476993132335255,,True,
REJECT,PD calibrada >= 20%,0.27797271303647847,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,10300.0,True,0.2812304761927344
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08086911993666611,8200.0,True,0.1850586446310416
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,4900.0,True,0.2812304761927344
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.17942944535728508,1800.0,True,0.27119840826942143
APPROVE,Riesgo y capacidad dentro del apetito,0.14913413691924535,10403.08,False,0.1831058489466884
APPROVE,Riesgo y capacidad dentro del apetito,0.12419059597770725,5610.25,False,0.27544757802087666
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1757620037320268,6372.63,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,3457.55,False,0.1998704068748337
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,4700.0,True,0.24797567301205115
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,10742.14,False,0.2805002374450688
APPROVE,Riesgo y capacidad dentro del apetito,0.06036269510469811,6730.26,False,0.1880565806846637
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.06972513957052977,4700.0,True,0.2032109931631763
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,1600.6,False,0.18
REJECT,PD calibrada >= 20%,0.2649169203745012,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,2726.34,False,0.23974081374966744
REJECT,PD calibrada >= 20%,0.20272215589365208,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,2070.41,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.11857238002967763,11538.55,False,0.2702248844755883
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,2203.28,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.10329309685804094,3900.0,True,0.22401417522615658
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,9483.22,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1301714727336795,9577.06,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,5633.81,False,0.18
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REJECT,PD calibrada >= 20%,0.2062104978432824,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,4720.59,False,0.2605027172205263
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,11298.36,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,8051.97,False,0.19082744079192793
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,0.0,True,0.19912474993449336
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1097394117797793,14500.0,True,0.18
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.06735772365674504,0.0,True,0.18087191330377006
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08581046069287214,1200.0,True,0.2131796028400626
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,17145.87,False,0.18
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.05803078157896433,6600.0,True,0.19596360970387017
APPROVE,Riesgo y capacidad dentro del apetito,0.1097394117797793,1429.7,False,0.1855034392976207
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,2388.7,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14301524644733504,6500.0,True,0.18215782884957377
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.06735772365674504,2200.0,True,0.22261573991131017
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,6414.25,False,0.18
REJECT,PD calibrada >= 20%,0.3650013949605897,,True,
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.18420807874870698,4082.21,False,0.2741598866698653
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11843367781211596,5500.0,True,0.27009594689414296
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,3468.95,False,0.3384315503087229
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,9484.43,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,6919.91,False,0.18
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11292209408378659,2000.0,True,0.21248618933014402
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,9816.45,False,0.18
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,11200.0,True,0.2749809786921824
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,3962.1,False,0.20016674581502292
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13139651508841227,11800.0,True,0.221073100213094
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.13749984842308408,1300.0,True,0.28781985909409896
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.16217090773535875,13800.44,False,0.19768851895769735
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,3400.0,True,0.18087191330377006
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06564355130520311,4884.38,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09472039455474367,12677.17,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.12419059597770725,7033.42,False,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.16894366148278292,1400.0,True,0.2385250138571975
REJECT,PD calibrada >= 20%,0.2987073992799683,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,5724.02,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,5644.61,False,0.22025011872253442
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,2381.33,False,0.1920958527792589
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.11970703531314097,7933.97,False,0.21563983001354792
REJECT,PD calibrada >= 20%,0.4185570944221592,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.1255029305755342,5124.42,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,3584.25,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,9200.0,True,0.18
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.04974307356700933,78915.47,False,0.18
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.10345303619714179,3900.0,True,0.20808497122443148
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,1100.0,True,0.21868712490174003
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,10985.6,False,0.24033349163004586
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.054593586534063585,10100.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08662858377134064,18493.9,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,1602.84,False,0.19012505936126722
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,6237.52,False,0.18230394378859038
APPROVE,Riesgo y capacidad dentro del apetito,0.14913413691924535,7475.92,False,0.2062116978933768
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,5400.0,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,11700.0,True,0.24797567301205115
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11970703531314097,3800.0,True,0.18781991500677397
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,4400.0,True,0.18
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.08662858377134064,3918.99,False,0.18
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,2600.0,True,0.2579905525053162
APPROVE,Riesgo y capacidad dentro del apetito,0.1097394117797793,7629.56,False,0.21100687859524142
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,6850.43,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.05803078157896433,15939.72,False,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1716319253415125,1500.0,True,0.23977451889873497
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,3189.55,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,8378.82,False,0.18399471755848673
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,4563.47,False,0.20406777480539845
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,4438.27,False,0.18
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.13790983037993276,12570.4,False,0.28820097832118546
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,5496.92,False,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,5301.52,False,0.1815589335047842
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,4869.12,False,0.23537703791539472
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08086911993666611,5300.0,True,0.2351759338931248
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,4118.7,False,0.19979350020471637
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,5504.2,False,0.18
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,0.0,True,0.2397694042600939
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.10345303619714179,3609.62,True,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1255029305755342,3700.0,True,0.19888917475433887
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,8395.98,False,0.18525979253493402
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,0.0,True,0.30698582875797437
APPROVE,Riesgo y capacidad dentro del apetito,0.1097394117797793,7185.81,False,0.1855034392976207
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1716319253415125,1700.0,True,0.31954903779746996
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.17595444479610603,5600.0,True,0.1804459064853075
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,3588.77,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.11389794469165165,2860.29,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11292209408378659,2700.0,True,0.264972378660288
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,13587.98,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06972513957052977,5896.38,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,10235.87,False,0.1920958527792589
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.08662858377134064,2376.14,False,0.2002649657369191
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,2045.84,False,0.2805002374450688
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.10345303619714179,8335.63,True,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,3400.0,True,0.19130786995565507
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,13846.99,False,0.18
REJECT,PD calibrada >= 20%,0.2285270347601604,,False,
REJECT,PD calibrada >= 20%,0.2649169203745012,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,13561.99,False,0.18
REJECT,PD calibrada >= 20%,0.2649169203745012,,True,
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,2042.88,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,10204.12,False,0.18
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.17595444479610603,8400.0,True,0.2145224172941534
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.11843367781211596,1989.39,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08581046069287214,1900.0,True,0.19988470213004694
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,3430.84,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.12419059597770725,5359.26,False,0.21772378901043832
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,5721.71,False,0.2241917055585178
REJECT,PD calibrada >= 20%,0.21076733117337357,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.15357106194938477,8899.03,False,0.207586553062716
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,3882.24,False,0.18
REJECT,PD calibrada >= 20%,0.20272215589365208,,True,
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,7560.26,False,0.19466479612139076
APPROVE,Riesgo y capacidad dentro del apetito,0.14913413691924535,6224.87,False,0.2524233957867536
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,10832.13,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,4649.09,False,0.18
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.17942944535728508,27700.0,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14913413691924535,3100.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09944316806769453,14584.89,False,0.20622118451786442
APPROVE,Riesgo y capacidad dentro del apetito,0.1255029305755342,2994.25,False,0.19888917475433887
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,3470.32,False,0.18
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.1317684200835215,14585.36,False,0.18041532055160692
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.04525607944011601,7000.0,True,0.20207005144753182
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14864858211448576,1800.0,True,0.2981837219336259
REJECT,PD calibrada >= 20%,0.2987073992799683,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.13749984842308408,0.0,True,0.24521323939606599
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,3042.12,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1757620037320268,5726.27,True,0.2144627862230974
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,2300.0,True,0.30698582875797437
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14864858211448576,2400.0,True,0.2981837219336259
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,19553.68,False,0.18
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.0477340761964981,1116.19,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,8092.41,False,0.21875703307386463
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.12419059597770725,45508.67,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,11643.16,False,0.18
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.16217090773535875,18941.3,False,0.19768851895769735
APPROVE,Riesgo y capacidad dentro del apetito,0.14913413691924535,6682.06,False,0.1831058489466884
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,2440.99,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.14913413691924535,8654.85,False,0.22931754684006522
APPROVE,Riesgo y capacidad dentro del apetito,0.14913413691924535,3577.73,False,0.2524233957867536
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.038717810173978205,13287.08,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,2000.0,True,0.19988470213004694
REJECT,PD calibrada >= 20%,0.2062104978432824,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.04525607944011601,4200.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,3176.38,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,3028.39,False,0.18
REJECT,PD calibrada >= 20%,0.2987073992799683,,True,
REJECT,PD calibrada >= 20%,0.21157139810318498,,True,
REJECT,PD calibrada >= 20%,0.4185570944221592,,True,
REJECT,PD calibrada >= 20%,0.2537932287829739,,True,
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,7698.46,False,0.2395870004094327
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,6885.64,False,0.21947718343624095
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.05803078157896433,8200.0,True,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.17010019842363625,0.0,True,0.18
REJECT,PD calibrada >= 20%,0.2649169203745012,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,3454.86,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,11257.95,False,0.18
